age;gender;inccat;ed;marital;savings
47;Мужской;50 - 74;Высшее, ученая степень;Не женат (не замужем);31,6
48;Мужской;75+;Среднее;Не женат (не замужем);72,6
45;Мужской;75+;Неполное среднее;Женат (замужем);48,4
31;Женский;50 - 74;Среднее специальное;Не женат (не замужем);25
33;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);12,3
41;Женский;75+;Среднее специальное;Женат (замужем);83,8
60;Мужской;75+;Среднее специальное;Женат (замужем);48,9
37;Мужской;18 - 24;Среднее;Женат (замужем);10,8
22;Мужской;18 - 24;Неполное среднее;Не женат (не замужем);9,4
38;Женский;18 - 24;Незаконченное высшее;Женат (замужем);9,5
31;Мужской;25 - 49;Неполное среднее;Женат (замужем);19,2
31;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);17,6
37;Женский;25 - 49;Среднее специальное;Не женат (не замужем);20,9
56;Мужской;75+;Незаконченное высшее;Женат (замужем);77,2
32;Женский;25 - 49;Среднее специальное;Женат (замужем);19,2
54;Мужской;75+;Неполное среднее;Женат (замужем);62,5
31;Женский;25 - 49;Неполное среднее;Женат (замужем);13,1
53;Мужской;25 - 49;Неполное среднее;Женат (замужем);22,8
33;Мужской;25 - 49;Среднее;Не женат (не замужем);23,1
69;Женский;50 - 74;Среднее;Не женат (не замужем);32,4
55;Женский;75+;Неполное среднее;Не женат (не замужем);72
50;Мужской;75+;Среднее;Не женат (не замужем);72,1
26;Мужской;25 - 49;Среднее;Не женат (не замужем);14
47;Мужской;50 - 74;Среднее специальное;Не женат (не замужем);34,5
39;Мужской;50 - 74;Незаконченное высшее;Не женат (не замужем);27,6
33;Женский;50 - 74;Незаконченное высшее;Женат (замужем);34,5
46;Мужской;50 - 74;Незаконченное высшее;Женат (замужем);32,3
50;Мужской;75+;Среднее;Женат (замужем);48,4
28;Мужской;25 - 49;Незаконченное высшее;Женат (замужем);21,7
24;Женский;25 - 49;Среднее;Не женат (не замужем);24,5
44;Мужской;75+;Среднее;Не женат (не замужем);51,5
20;Мужской;18 - 24;Среднее специальное;Не женат (не замужем);7,9
60;Женский;18 - 24;Среднее;Женат (замужем);11,4
50;Мужской;25 - 49;Среднее специальное;Не женат (не замужем);23,2
31;Женский;25 - 49;Среднее специальное;Не женат (не замужем);13,8
50;Женский;75+;Среднее;Женат (замужем);76,8
35;Мужской;75+;Среднее специальное;Не женат (не замужем);69
33;Женский;50 - 74;Среднее;Женат (замужем);28,5
69;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);22,7
33;Женский;25 - 49;Высшее, ученая степень;Женат (замужем);14
28;Мужской;50 - 74;Незаконченное высшее;Женат (замужем);33,5
39;Женский;75+;Среднее;Не женат (не замужем);39,6
54;Женский;75+;Среднее;Женат (замужем);80,9
54;Женский;75+;Неполное среднее;Женат (замужем);73,7
33;Мужской;25 - 49;Среднее;Не женат (не замужем);15,9
52;Мужской;25 - 49;Среднее;Женат (замужем);21,4
29;Женский;75+;Незаконченное высшее;Не женат (не замужем);38
41;Мужской;50 - 74;Незаконченное высшее;Женат (замужем);28,9
28;Женский;18 - 24;Среднее;Женат (замужем);7,5
63;Мужской;18 - 24;Среднее специальное;Не женат (не замужем);7,1
36;Женский;50 - 74;Среднее;Женат (замужем);24,1
65;Мужской;75+;Неполное среднее;Женат (замужем);82,1
60;Женский;18 - 24;Среднее;Не женат (не замужем);5,5
