longdist;local;int_disc;billtype;pay;gender;marital;incomecat;agecat;churn
<2;<8;Да;Бесплатный;CC;Женский;Одинокий;51-65;59-70;Уходит
<2;<8;Нет;Бесплатный;CC;Мужской;Женат;51-65;59-70;Уходит
<2;<8;Нет;Бесплатный;CC;Мужской;Одинокий;51-65;59-70;Уходит
<2;<8;Нет;Бесплатный;CC;Мужской;Одинокий;51-65;59-70;Уходит
<2;<8;Да;Бесплатный;CC;Женский;Одинокий;51-65;59-70;Уходит
<2;<8;Да;Бесплатный;CC;Женский;Одинокий;51-65;59-70;Уходит
<2;<8;Нет;Бесплатный;CC;Мужской;Женат;51-65;59-70;Уходит
<2;<8;Нет;Бюджетный;Auto;Мужской;Женат;51-65;59-70;Уходит
<2;<8;Нет;Бюджетный;Auto;Мужской;Женат;51-65;59-70;Уходит
<2;<8;Да;Бесплатный;CC;Мужской;Одинокий;51-65;71+;Остается
<2;<8;Нет;Бюджетный;CC;Женский;Женат;51-65;71+;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Женат;51-65;71+;Уходит
<2;<8;Да;Бюджетный;CC;Женский;Женат;51-65;71+;Уходит
<2;<8;Да;Бюджетный;CC;Женский;Женат;51-65;71+;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Женат;51-65;71+;Уходит
<2;<8;Да;Бесплатный;CC;Мужской;Женат;51-65;71+;Остается
<2;<8;Нет;Бюджетный;CC;Женский;Женат;51-65;71+;Уходит
<2;<8;Да;Бесплатный;CC;Мужской;Одинокий;51-65;71+;Остается
<2;<8;Да;Бесплатный;CC;Мужской;Одинокий;51-65;71+;Остается
<2;<8;Да;Бесплатный;CC;Мужской;Женат;51-65;71+;Остается
<2;<8;Нет;Бюджетный;CC;Женский;Женат;51-65;71+;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Женат;51-65;71+;Уходит
<2;<8;Да;Бюджетный;CC;Женский;Женат;51-65;71+;Уходит
<2;<8;Да;Бесплатный;CC;Мужской;Женат;51-65;71+;Остается
<2;<8;Нет;Бюджетный;CC;Женский;Одинокий;51-65;31-45;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Женат;51-65;31-45;Уходит
<2;<8;Нет;Бюджетный;Auto;Женский;Женат;51-65;31-45;Уходит
<2;<8;Да;Бюджетный;CC;Мужской;Женат;51-65;31-45;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Одинокий;51-65;31-45;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Женат;51-65;31-45;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Одинокий;51-65;31-45;Уходит
<2;<8;Нет;Бюджетный;Auto;Женский;Женат;51-65;31-45;Уходит
<2;<8;Нет;Бюджетный;Auto;Женский;Женат;51-65;31-45;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Одинокий;51-65;31-45;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Женат;51-65;31-45;Уходит
<2;<8;Да;Бюджетный;CC;Мужской;Женат;51-65;31-45;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Одинокий;51-65;46-58;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Одинокий;51-65;46-58;Уходит
<2;<8;Да;Бюджетный;CC;Мужской;Женат;51-65;46-58;Уходит
<2;<8;Нет;Бесплатный;CH;Мужской;Женат;66+;<31;Уходит
<2;<8;Нет;Бюджетный;Auto;Женский;Женат;66+;<31;Уходит
<2;<8;Нет;Бесплатный;CH;Женский;Женат;66+;<31;Уходит
<2;<8;Нет;Бесплатный;CH;Женский;Женат;66+;<31;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Женат;66+;<31;Остается
<2;<8;Нет;Бесплатный;CH;Женский;Женат;66+;<31;Уходит
<2;<8;Нет;Бюджетный;Auto;Женский;Женат;66+;<31;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Женат;66+;<31;Остается
<2;<8;Нет;Бесплатный;CH;Мужской;Женат;66+;<31;Уходит
<2;<8;Нет;Бесплатный;CH;Мужской;Женат;66+;<31;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Одинокий;66+;<31;Уходит
<2;<8;Нет;Бюджетный;Auto;Женский;Женат;66+;<31;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Одинокий;66+;<31;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Одинокий;66+;<31;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Женат;66+;<31;Остается
<2;<8;Нет;Бюджетный;CH;Женский;Женат;66+;31-45;Остается
<2;<8;Нет;Бесплатный;CH;Женский;Женат;66+;31-45;Уходит
<2;<8;Нет;Бесплатный;CH;Женский;Женат;66+;31-45;Уходит
<2;<8;Нет;Бюджетный;CH;Мужской;Одинокий;66+;31-45;Остается
<2;<8;Нет;Бюджетный;CH;Мужской;Одинокий;66+;31-45;Остается
<2;<8;Нет;Бесплатный;CH;Женский;Женат;66+;31-45;Уходит
<2;<8;Нет;Бюджетный;CH;Женский;Женат;66+;31-45;Остается
<2;<8;Нет;Бюджетный;CH;Мужской;Одинокий;66+;31-45;Остается
<2;<8;Нет;Бюджетный;CH;Женский;Женат;66+;31-45;Остается
<2;<8;Да;Бюджетный;CH;Мужской;Одинокий;66+;46-58;Уходит
<2;<8;Да;Бюджетный;CH;Мужской;Одинокий;66+;46-58;Уходит
<2;<8;Да;Бюджетный;CC;Женский;Женат;66+;46-58;Уходит
<2;<8;Да;Бюджетный;CH;Мужской;Одинокий;66+;46-58;Уходит
<2;<8;Нет;Бюджетный;CH;Женский;Женат;66+;46-58;Уходит
<2;<8;Нет;Бюджетный;CH;Женский;Женат;66+;46-58;Уходит
<2;<8;Да;Бюджетный;CC;Женский;Женат;66+;46-58;Уходит
<2;<8;Да;Бюджетный;CC;Женский;Женат;66+;46-58;Уходит
<2;<8;Нет;Бюджетный;CH;Женский;Женат;66+;46-58;Уходит
<2;<8;Нет;Бюджетный;Auto;Женский;Женат;66+;59-70;Уходит
<2;<8;Нет;Бюджетный;Auto;Женский;Женат;66+;59-70;Уходит
<2;<8;Нет;Бюджетный;Auto;Женский;Женат;66+;59-70;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Женат;66+;71+;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Одинокий;66+;71+;Остается
<2;<8;Нет;Бюджетный;CC;Женский;Женат;66+;71+;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Женат;66+;71+;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Одинокий;66+;71+;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Одинокий;66+;71+;Остается
<2;<8;Нет;Бесплатный;CC;Женский;Одинокий;66+;71+;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Одинокий;66+;71+;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Одинокий;66+;71+;Остается
<2;<8;Нет;Бесплатный;CC;Женский;Одинокий;66+;31-45;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Женат;66+;31-45;Уходит
<2;<8;Нет;Бесплатный;Auto;Женский;Женат;66+;31-45;Уходит
<2;<8;Да;Бюджетный;CC;Мужской;Женат;66+;31-45;Уходит
<2;<8;Да;Бюджетный;CC;Мужской;Женат;66+;31-45;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Женат;66+;31-45;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Женат;66+;46-58;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Одинокий;36-50;46-58;Уходит
<2;<8;Нет;Бесплатный;Auto;Женский;Женат;36-50;46-58;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Одинокий;36-50;46-58;Уходит
<2;<8;Да;Бюджетный;CC;Мужской;Женат;36-50;46-58;Уходит
<2;<8;Нет;Бесплатный;Auto;Женский;Женат;36-50;46-58;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Одинокий;36-50;<31;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Женат;36-50;<31;Уходит
<2;<8;Да;Бесплатный;CC;Мужской;Женат;36-50;<31;Уходит
<2;<8;Нет;Бюджетный;CH;Мужской;Женат;36-50;<31;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Одинокий;36-50;<31;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Одинокий;36-50;<31;Уходит
<2;<8;Нет;Бюджетный;CH;Мужской;Женат;36-50;<31;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Одинокий;36-50;<31;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Одинокий;36-50;<31;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Женат;36-50;<31;Уходит
<2;<8;Да;Бесплатный;CC;Мужской;Женат;36-50;<31;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Одинокий;36-50;<31;Уходит
<2;<8;Нет;Бюджетный;CH;Мужской;Женат;36-50;<31;Уходит
<2;<8;Нет;Бюджетный;CC;Женский;Женат;36-50;<31;Уходит
<2;<8;Да;Бесплатный;CC;Мужской;Женат;36-50;<31;Уходит
<2;<8;Да;Бюджетный;CC;Женский;Одинокий;36-50;31-45;Остается
<2;<8;Нет;Бесплатный;CC;Женский;Женат;36-50;31-45;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Женат;36-50;31-45;Уходит
<2;<8;Да;Бюджетный;CC;Женский;Одинокий;36-50;31-45;Остается
<2;<8;Нет;Бесплатный;CC;Женский;Одинокий;36-50;31-45;Уходит
<2;<8;Да;Бюджетный;CC;Женский;Женат;36-50;31-45;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Женат;36-50;31-45;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Одинокий;36-50;31-45;Уходит
<2;<8;Да;Бюджетный;CC;Женский;Женат;36-50;31-45;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Одинокий;36-50;31-45;Уходит
<2;<8;Да;Бюджетный;CC;Женский;Женат;36-50;31-45;Уходит
<2;<8;Да;Бюджетный;CC;Женский;Одинокий;36-50;31-45;Остается
<2;<8;Нет;Бюджетный;Auto;Женский;Женат;36-50;46-58;Уходит
<2;<8;Да;Бесплатный;CC;Женский;Одинокий;36-50;46-58;Уходит
<2;<8;Нет;Бюджетный;CC;Мужской;Одинокий;36-50;46-58;Уходит
<2;<8;Нет;Бюджетный;CC;Мужской;Одинокий;36-50;46-58;Уходит
<2;<8;Нет;Бюджетный;Auto;Женский;Женат;36-50;46-58;Уходит
<2;<8;Нет;Бюджетный;Auto;Женский;Женат;36-50;46-58;Уходит
<2;<8;Нет;Бюджетный;CC;Мужской;Одинокий;36-50;46-58;Уходит
<2;<8;Да;Бесплатный;CC;Женский;Одинокий;36-50;46-58;Уходит
<2;<8;Да;Бесплатный;CC;Женский;Одинокий;36-50;46-58;Уходит
<2;<8;Нет;Бесплатный;CH;Женский;Женат;36-50;59-70;Уходит
<2;<8;Да;Бюджетный;Auto;Женский;Женат;36-50;59-70;Уходит
<2;<8;Да;Бесплатный;CC;Женский;Одинокий;36-50;59-70;Уходит
<2;<8;Нет;Бесплатный;CH;Женский;Женат;36-50;59-70;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Женат;36-50;59-70;Уходит
<2;<8;Да;Бесплатный;CC;Женский;Одинокий;36-50;59-70;Уходит
<2;<8;Да;Бесплатный;CC;Женский;Одинокий;36-50;59-70;Уходит
<2;<8;Нет;Бесплатный;CH;Женский;Женат;36-50;59-70;Уходит
<2;<8;Да;Бюджетный;Auto;Женский;Женат;36-50;59-70;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Женат;36-50;59-70;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Женат;36-50;59-70;Уходит
<2;<8;Да;Бюджетный;Auto;Женский;Женат;36-50;59-70;Уходит
<2;<8;Нет;Бюджетный;CC;Мужской;Одинокий;15-35;71+;Уходит
<2;<8;Да;Бюджетный;Auto;Женский;Женат;15-35;71+;Уходит
<2;<8;Да;Бюджетный;Auto;Женский;Женат;15-35;71+;Уходит
<2;<8;Да;Бюджетный;CC;Мужской;Одинокий;15-35;71+;Уходит
<2;<8;Нет;Бесплатный;Auto;Женский;Одинокий;15-35;71+;Уходит
<2;<8;Да;Бюджетный;CH;Мужской;Одинокий;15-35;71+;Уходит
<2;<8;Нет;Бесплатный;Auto;Женский;Одинокий;15-35;71+;Уходит
<2;<8;Нет;Бюджетный;CC;Мужской;Одинокий;15-35;71+;Уходит
<2;<8;Да;Бюджетный;CH;Мужской;Одинокий;15-35;71+;Уходит
<2;<8;Да;Бюджетный;Auto;Женский;Женат;15-35;71+;Уходит
<2;<8;Нет;Бюджетный;CC;Мужской;Одинокий;15-35;71+;Уходит
<2;<8;Нет;Бесплатный;Auto;Женский;Одинокий;15-35;71+;Уходит
<2;<8;Да;Бюджетный;CC;Мужской;Одинокий;15-35;71+;Уходит
<2;<8;Да;Бюджетный;CC;Мужской;Одинокий;15-35;71+;Уходит
<2;<8;Да;Бюджетный;CH;Мужской;Одинокий;15-35;71+;Уходит
<2;<8;Да;Бесплатный;CC;Мужской;Женат;15-35;31-45;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Женат;15-35;31-45;Уходит
<2;<8;Нет;Бесплатный;CC;Женский;Женат;15-35;31-45;Уходит
<2;<8;Да;Бесплатный;Auto;Мужской;Женат;15-35;31-45;Остается
<2;<8;Да;Бесплатный;Auto;Мужской;Одинокий;15-35;31-45;Остается
<2;<8;Нет;Бюджетный;CC;Мужской;Одинокий;15-35;31-45;Уходит
<2;<8;Да;Бесплатный;CC;Мужской;Женат;15-35;31-45;Уходит
<2;<8;Да;Бесплатный;Auto;Мужской;Одинокий;15-35;31-45;Остается
<2;<8;Да;Бесплатный;Auto;Женский;Одинокий;15-35;31-45;Уходит
<2;<8;Нет;Бюджетный;Auto;Мужской;Женат;15-35;31-45;Уходит
<2;<8;Нет;Бюджетный;Auto;Мужской;Женат;15-35;31-45;Уходит
<2;<8;Да;Бесплатный;Auto;Женский;Одинокий;15-35;31-45;Уходит
<2;<8;Нет;Бюджетный;CC;Мужской;Одинокий;15-35;31-45;Уходит
<2;<8;Да;Бесплатный;Auto;Мужской;Одинокий;15-35;31-45;Остается
