Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Sales Channel
TR85083,California,2764.493659,No,Basic,Bachelor,20.01.2011,Employed,M,61085,Suburban,Married,70,27,34,1,1,Personal Auto,Branch
EO95328,Oregon,7920.105377,No,Basic,Bachelor,27.01.2011,Employed,F,89284,Suburban,Married,67,7,31,3,2,Personal Auto,Agent
EN21086,Arizona,6889.097981,No,Basic,High School or Below,01.09.2011,Unemployed,F,0,Suburban,Divorced,63,6,12,0,2,Personal Auto,Branch
YL83902,Washington,3274.194616,No,Extended,Bachelor,01.11.2011,Employed,F,31686,Suburban,Married,81,11,33,0,1,Personal Auto,Agent
AZ62651,Oregon,9951.707743,No,Premium,High School or Below,17.02.2011,Employed,M,56855,Suburban,Single,255,12,1,0,1,Corporate Auto,Web
ZW25874,Oregon,2521.555686,No,Basic,Bachelor,16.02.2011,Employed,M,53703,Rural,Single,67,3,45,2,1,Special Auto,Branch
EH41854,Washington,23706.11337,No,Extended,High School or Below,02.10.2011,Unemployed,F,0,Suburban,Single,96,12,35,1,2,Personal Auto,Branch
MW70227,California,6047.02516,No,Extended,College,19.02.2011,Employed,M,20396,Suburban,Married,76,15,60,1,4,Personal Auto,Branch
SL22297,California,11140.30248,No,Premium,Master,21.01.2011,Disabled,F,27679,Suburban,Single,150,30,28,0,3,Personal Auto,Call Center
RV14138,Nevada,4334.064096,No,Extended,Bachelor,27.02.2011,Retired,F,23904,Suburban,Single,123,1,67,3,1,Personal Auto,Agent
UO62808,Arizona,2799.74791,No,Basic,High School or Below,02.04.2011,Employed,F,65351,Suburban,Married,69,4,54,0,1,Corporate Auto,Call Center
ZX64745,California,7923.136624,No,Basic,College,18.01.2011,Unemployed,M,0,Suburban,Single,113,20,1,0,7,Personal Auto,Agent
FL34139,California,3688.110888,No,Basic,High School or Below,02.03.2011,Unemployed,M,0,Suburban,Single,63,0,54,3,7,Personal Auto,Call Center
TS11219,California,12067.45599,No,Basic,College,01.02.2011,Unemployed,M,0,Suburban,Single,116,14,35,0,2,Personal Auto,Agent
XX12304,California,2924.976721,No,Basic,College,01.09.2011,Employed,F,64459,Urban,Married,72,16,64,0,1,Personal Auto,Branch
SD64087,California,15014.0927,No,Premium,College,19.01.2011,Employed,M,32961,Suburban,Married,190,13,53,0,3,Corporate Auto,Branch
OY38576,Oregon,9277.233839,No,Basic,High School or Below,01.11.2011,Employed,F,71416,Suburban,Divorced,116,10,0,0,3,Corporate Auto,Agent
BG76355,Washington,6274.123875,No,Extended,Bachelor,31.01.2011,Employed,F,68964,Rural,Married,78,15,6,0,3,Personal Auto,Web
IP66913,California,3886.647414,No,Extended,High School or Below,01.11.2011,Employed,M,78108,Suburban,Single,98,12,34,0,1,Personal Auto,Agent
LE95702,California,4386.277558,No,Basic,College,02.11.2011,Retired,M,10621,Suburban,Single,67,28,22,0,5,Special Auto,Agent
KX54357,Washington,11365.26766,No,Extended,College,22.01.2011,Employed,M,84910,Urban,Married,95,4,69,0,2,Corporate Auto,Web
EZ78112,California,5610.96434,No,Basic,High School or Below,24.02.2011,Employed,F,77493,Urban,Single,70,2,35,0,3,Special Auto,Agent
XN16891,Arizona,2912.892035,No,Basic,College,28.02.2011,Employed,M,81097,Suburban,Divorced,74,7,67,0,1,Personal Auto,Agent
XK31350,Oregon,6915.729915,No,Extended,College,25.01.2011,Employed,F,96610,Suburban,Married,85,6,23,0,3,Corporate Auto,Call Center
CC30924,Oregon,6262.663307,No,Premium,College,26.02.2011,Employed,M,30110,Urban,Married,159,20,71,0,1,Corporate Auto,Agent
IT78748,Oregon,6503.397049,No,Extended,High School or Below,19.02.2011,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Special Auto,Agent
KY33386,Washington,8007.399376,No,Basic,High School or Below,01.02.2011,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Web
CO44221,California,2929.916512,No,Basic,College,01.02.2011,Employed,M,98473,Suburban,Married,72,19,69,0,1,Personal Auto,Branch
LK60013,Oregon,5969.55297,No,Basic,Bachelor,26.01.2011,Employed,F,97431,Suburban,Married,74,1,72,0,3,Personal Auto,Branch
DE21533,California,5473.15987,No,Basic,Bachelor,02.02.2011,Employed,M,93870,Suburban,Divorced,69,1,96,0,8,Personal Auto,Call Center
YS94121,Nevada,5645.396665,No,Basic,High School or Below,27.02.2011,Employed,M,50366,Suburban,Divorced,72,9,5,0,9,Personal Auto,Call Center
UK68427,Washington,6369.262355,No,Extended,High School or Below,20.01.2011,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Branch
TE49565,Oregon,11833.76732,No,Basic,College,17.01.2011,Disabled,F,16552,Suburban,Married,103,23,53,0,2,Personal Auto,Call Center
RA88421,Oregon,6121.107929,No,Extended,College,17.01.2011,Employed,F,26787,Suburban,Married,77,7,50,0,5,Personal Auto,Branch
KQ51983,Nevada,5159.369746,No,Basic,College,24.02.2011,Unemployed,M,0,Suburban,Single,74,2,42,0,9,Personal Auto,Branch
CD88896,Nevada,2514.59196,No,Basic,High School or Below,14.02.2011,Employed,F,43860,Rural,Single,65,15,58,0,1,Corporate Auto,Agent
YV22553,Arizona,8668.611261,No,Basic,High School or Below,20.02.2011,Employed,M,21474,Urban,Married,114,13,72,2,9,Corporate Auto,Agent
WU14435,California,4960.965384,No,Basic,Bachelor,19.02.2011,Disabled,M,18174,Suburban,Married,66,8,16,0,9,Corporate Auto,Agent
XV84099,Arizona,5504.139033,No,Basic,Bachelor,02.08.2011,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Corporate Auto,Call Center
RI24911,Arizona,7507.455372,No,Basic,College,02.06.2011,Employed,M,60920,Urban,Single,64,10,61,0,2,Personal Auto,Agent
KO26461,Arizona,32269.85139,No,Extended,High School or Below,27.02.2011,Employed,M,41520,Urban,Married,90,18,70,0,2,Personal Auto,Agent
HI14283,Oregon,5657.031588,No,Premium,Bachelor,02.01.2011,Unemployed,F,0,Suburban,Married,152,12,89,0,1,Personal Auto,Web
PT50227,Arizona,5061.757902,No,Basic,High School or Below,23.02.2011,Unemployed,M,0,Suburban,Married,68,19,16,0,8,Personal Auto,Call Center
BH36570,California,5912.783829,No,Basic,Bachelor,01.11.2011,Employed,M,72208,Suburban,Married,73,3,84,0,8,Personal Auto,Branch
TX17484,California,15182.27975,No,Basic,Bachelor,02.10.2011,Employed,F,53863,Rural,Married,63,12,30,0,2,Personal Auto,Web
CT41158,Washington,10747.03094,No,Extended,College,25.02.2011,Employed,M,66446,Urban,Divorced,136,8,77,0,3,Corporate Auto,Branch
AO87348,Washington,2050.623512,No,Basic,College,16.02.2011,Unemployed,M,0,Suburban,Single,61,18,26,0,1,Personal Auto,Agent
DE55857,Washington,2465.444865,No,Basic,Bachelor,30.01.2011,Employed,F,64997,Suburban,Single,63,7,99,1,1,Personal Auto,Agent
LF66923,Nevada,5343.121327,No,Basic,High School or Below,02.11.2011,Employed,F,64460,Suburban,Married,66,18,42,0,3,Corporate Auto,Agent
CN24514,Arizona,8119.829071,No,Basic,College,14.01.2011,Employed,F,46618,Rural,Married,67,22,77,0,2,Personal Auto,Agent
UW32074,Oregon,4605.265164,No,Basic,College,14.02.2011,Unemployed,F,0,Suburban,Divorced,64,13,64,0,4,Corporate Auto,Branch
HP36979,California,6408.785577,No,Extended,College,02.03.2011,Employed,M,49988,Suburban,Married,84,6,37,5,5,Personal Auto,Web
PP40919,California,2376.533508,No,Extended,College,31.01.2011,Unemployed,F,0,Suburban,Single,91,2,8,5,1,Personal Auto,Agent
RO73268,California,3211.070017,No,Extended,Bachelor,15.02.2011,Disabled,M,16269,Suburban,Divorced,86,6,84,0,1,Corporate Auto,Agent
HO61691,Arizona,5094.522262,No,Basic,Bachelor,27.02.2011,Employed,F,72006,Suburban,Divorced,64,4,38,0,3,Personal Auto,Agent
BS13062,Arizona,25755.27817,No,Extended,High School or Below,21.01.2011,Unemployed,F,0,Suburban,Married,81,3,60,2,2,Personal Auto,Call Center
FO35655,Oregon,8672.229719,No,Extended,Bachelor,14.01.2011,Unemployed,M,0,Suburban,Single,245,34,83,0,1,Corporate Auto,Branch
HR10526,California,8044.73072,No,Basic,Master,25.01.2011,Employed,M,44320,Suburban,Married,67,13,79,0,2,Personal Auto,Call Center
IA63417,Arizona,4001.519098,No,Premium,High School or Below,02.02.2011,Retired,F,19782,Suburban,Divorced,108,13,66,0,1,Personal Auto,Web
BH35016,Nevada,16706.11699,No,Basic,Bachelor,02.09.2011,Employed,F,63933,Suburban,Divorced,70,35,98,0,2,Personal Auto,Call Center
PK52952,Arizona,8544.411077,No,Basic,Doctor,28.02.2011,Employed,M,28224,Suburban,Single,109,13,13,0,8,Personal Auto,Call Center
OD76309,Washington,7805.31287,No,Basic,College,27.01.2011,Retired,F,21073,Suburban,Divorced,106,25,54,1,3,Personal Auto,Agent
IL28481,Oregon,6112.756868,No,Extended,Bachelor,19.02.2011,Employed,M,63243,Urban,Married,77,21,73,0,3,Personal Auto,Call Center
GY55092,Nevada,4772.943848,No,Extended,High School or Below,18.02.2011,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Agent
UF33451,Oregon,10979.09559,No,Extended,Bachelor,14.02.2011,Employed,F,94827,Urban,Married,135,5,64,0,4,Personal Auto,Agent
CF15558,California,5004.263818,No,Basic,Master,30.01.2011,Employed,F,39161,Urban,Married,63,18,83,1,4,Personal Auto,Call Center
JM62924,Washington,13223.04379,No,Extended,Bachelor,02.09.2011,Employed,M,37534,Suburban,Married,84,2,0,2,2,Personal Auto,Branch
EM66435,Oregon,2623.31543,No,Basic,Bachelor,02.06.2011,Employed,F,80210,Rural,Divorced,65,30,28,0,1,Corporate Auto,Agent
QX45933,California,17840.19555,No,Basic,Bachelor,23.02.2011,Unemployed,M,0,Suburban,Married,62,32,59,0,2,Personal Auto,Agent
JI71369,California,5106.111827,No,Basic,College,22.02.2011,Employed,F,30110,Rural,Married,64,2,4,0,5,Personal Auto,Web
JU93290,Arizona,17930.60451,No,Basic,College,16.01.2011,Medical Leave,F,21708,Suburban,Divorced,68,28,77,0,2,Personal Auto,Web
GU66096,Arizona,5457.342569,No,Basic,High School or Below,02.02.2011,Employed,M,94731,Suburban,Married,67,23,65,0,4,Personal Auto,Agent
UC33108,California,6563.644143,No,Extended,Bachelor,22.02.2011,Employed,M,32375,Suburban,Married,83,17,83,0,6,Personal Auto,Agent
LW93867,Oregon,4812.525221,No,Basic,College,01.03.2011,Medical Leave,M,16531,Rural,Married,63,0,40,0,4,Corporate Auto,Web
OU78470,Arizona,29328.04185,No,Extended,Master,27.02.2011,Employed,F,32006,Rural,Single,94,28,7,0,2,Corporate Auto,Call Center
XW90265,Arizona,5773.520711,No,Basic,Bachelor,15.02.2011,Employed,F,81676,Suburban,Married,72,21,86,0,8,Personal Auto,Agent
HS67749,California,6847.1189,No,Extended,College,01.11.2011,Employed,M,71038,Rural,Married,86,15,56,0,3,Corporate Auto,Agent
VZ51506,Arizona,3595.31286,No,Basic,High School or Below,21.01.2011,Unemployed,F,0,Suburban,Single,103,20,43,0,1,Corporate Auto,Call Center
UI64281,Nevada,22855.61209,No,Basic,Master,26.01.2011,Medical Leave,F,20832,Rural,Married,65,8,32,0,2,Personal Auto,Call Center
AE98193,Washington,7859.414569,No,Basic,High School or Below,01.01.2011,Unemployed,M,0,Suburban,Single,113,19,10,0,7,Personal Auto,Branch
AZ74055,Oregon,4115.577437,No,Premium,High School or Below,23.02.2011,Employed,M,52405,Suburban,Married,103,2,27,0,1,Personal Auto,Call Center
XS76911,Arizona,5029.638777,No,Extended,High School or Below,02.04.2011,Unemployed,F,0,Suburban,Married,133,3,89,0,1,Personal Auto,Agent
AY40674,Washington,4821.418454,No,Extended,Bachelor,02.06.2011,Employed,F,26583,Suburban,Married,128,6,46,4,1,Personal Auto,Agent
NA12740,Oregon,5004.310469,No,Basic,Master,02.10.2011,Disabled,M,25486,Rural,Married,65,15,53,0,3,Special Auto,Web
UA84837,Arizona,8630.053943,No,Premium,College,01.02.2011,Employed,M,24065,Suburban,Divorced,111,30,1,0,5,Corporate Auto,Branch
DJ51510,Arizona,9322.08512,No,Premium,High School or Below,02.10.2011,Employed,F,70435,Rural,Married,116,0,50,0,4,Personal Auto,Agent
VM58985,California,16727.56063,No,Extended,College,19.01.2011,Unemployed,M,0,Suburban,Single,76,33,36,2,2,Personal Auto,Branch
OH60605,Oregon,3652.532435,No,Extended,High School or Below,23.02.2011,Employed,F,39679,Suburban,Married,92,2,85,0,1,Personal Auto,Branch
UO98052,Nevada,6158.601171,No,Extended,College,01.07.2011,Unemployed,M,0,Urban,Single,89,13,45,0,5,Personal Auto,Web
NC53424,California,4376.083958,No,Basic,Bachelor,14.01.2011,Unemployed,M,0,Suburban,Married,69,21,70,4,3,Personal Auto,Web
LQ13873,Nevada,5569.456156,No,Basic,High School or Below,15.02.2011,Employed,M,53565,Suburban,Married,71,27,34,1,6,Personal Auto,Agent
LA97014,Washington,2576.513006,No,Basic,Bachelor,24.02.2011,Employed,M,37574,Suburban,Married,66,19,14,1,1,Personal Auto,Agent
NB79936,Washington,8346.983233,No,Premium,Bachelor,02.02.2011,Employed,M,48259,Rural,Single,108,14,79,0,3,Personal Auto,Branch
NT89061,Arizona,6323.923864,No,Extended,High School or Below,01.07.2011,Employed,F,78532,Suburban,Married,78,25,87,0,3,Personal Auto,Call Center
AF10970,Arizona,5973.14343,No,Basic,Bachelor,28.02.2011,Employed,F,96163,Suburban,Married,73,23,90,0,3,Corporate Auto,Call Center
ZG48513,California,4706.676993,No,Basic,Bachelor,17.02.2011,Unemployed,M,0,Suburban,Single,72,0,86,0,7,Personal Auto,Agent
JQ59145,California,8093.410258,No,Basic,High School or Below,02.12.2011,Unemployed,M,0,Suburban,Married,114,9,72,1,5,Personal Auto,Agent
FE84989,Washington,5035.744643,No,Basic,College,01.09.2011,Employed,M,72672,Urban,Married,63,7,39,0,5,Personal Auto,Call Center
JT52858,Oregon,9027.867218,No,Premium,Bachelor,01.10.2011,Employed,F,99002,Suburban,Married,112,33,75,1,8,Personal Auto,Branch
MC62068,California,7288.884849,No,Extended,High School or Below,01.08.2011,Employed,M,79494,Urban,Married,91,19,30,0,3,Personal Auto,Agent
EU27538,Oregon,18042.47942,No,Extended,Master,25.01.2011,Employed,M,35704,Rural,Married,225,21,35,0,8,Personal Auto,Branch
RH42306,Arizona,4992.063043,No,Basic,Bachelor,27.01.2011,Unemployed,F,0,Suburban,Single,71,6,5,0,3,Corporate Auto,Web
US23612,Oregon,9102.267849,No,Premium,High School or Below,01.12.2011,Disabled,F,26049,Rural,Married,118,17,6,0,6,Personal Auto,Call Center
WV76014,Arizona,2540.407726,No,Basic,Doctor,16.01.2011,Employed,M,70125,Rural,Single,64,21,77,0,1,Special Auto,Branch
RK96223,California,12941.89193,No,Basic,College,22.01.2011,Employed,M,52369,Suburban,Married,110,34,49,1,2,Personal Auto,Agent
MF82000,Washington,2365.348601,No,Basic,Bachelor,13.01.2011,Unemployed,F,0,Rural,Married,66,25,51,2,1,Special Auto,Branch
FM46980,Arizona,5720.765064,No,Basic,College,02.11.2011,Employed,M,41770,Suburban,Married,72,0,60,0,9,Personal Auto,Branch
SY56792,Oregon,7035.534088,No,Premium,High School or Below,01.04.2011,Unemployed,M,0,Suburban,Divorced,101,16,88,0,8,Corporate Auto,Web
RF61565,California,2636.97773,No,Basic,College,29.01.2011,Employed,M,31911,Suburban,Married,67,33,27,0,1,Personal Auto,Agent
IM94808,Nevada,5395.831967,No,Basic,Bachelor,28.02.2011,Employed,M,70051,Rural,Married,68,15,69,0,8,Corporate Auto,Web
VI14730,Oregon,8382.630118,No,Basic,High School or Below,02.04.2011,Retired,M,19683,Suburban,Married,117,17,41,1,9,Personal Auto,Web
YR34119,Washington,31161.74523,No,Basic,College,02.02.2011,Employed,F,30916,Rural,Married,112,7,65,0,2,Personal Auto,Agent
RR77985,Oregon,2887.742258,No,Extended,Bachelor,01.03.2011,Unemployed,F,0,Suburban,Single,80,24,95,0,1,Personal Auto,Call Center
VC22097,Washington,8714.922135,No,Basic,College,21.02.2011,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Corporate Auto,Agent
WV17090,California,25585.72783,No,Basic,Bachelor,02.01.2011,Unemployed,M,0,Suburban,Married,116,0,45,0,2,Corporate Auto,Call Center
TM23514,Oregon,10272.6082,No,Extended,College,01.01.2011,Employed,M,60145,Urban,Single,132,8,28,0,3,Personal Auto,Web
MQ68407,Oregon,4376.363592,No,Premium,Bachelor,28.02.2011,Employed,F,63774,Rural,Divorced,111,18,63,0,1,Personal Auto,Agent
GJ59592,California,5318.89664,No,Basic,Bachelor,01.12.2011,Employed,F,25134,Suburban,Married,67,3,0,0,6,Corporate Auto,Call Center
FY56083,Oregon,4719.762191,No,Basic,Bachelor,13.02.2011,Employed,M,37057,Rural,Married,61,5,48,1,6,Personal Auto,Agent
UA94723,Oregon,4428.031583,No,Basic,High School or Below,29.01.2011,Employed,F,58577,Urban,Married,110,6,62,0,1,Personal Auto,Agent
FW91032,California,5879.176092,No,Basic,High School or Below,13.02.2011,Employed,M,85857,Rural,Married,73,3,19,0,6,Corporate Auto,Agent
DE34457,Oregon,9416.908485,No,Basic,Doctor,22.01.2011,Employed,F,70602,Urban,Married,116,8,47,0,3,Personal Auto,Call Center
HD32044,Oregon,8288.155579,No,Premium,Master,25.01.2011,Employed,F,33816,Suburban,Divorced,106,10,97,2,3,Corporate Auto,Branch
HH30454,Oregon,32654.8383,No,Premium,Bachelor,23.02.2011,Unemployed,M,0,Suburban,Single,153,7,75,0,2,Personal Auto,Branch
AH84063,Oregon,4719.450052,No,Extended,College,18.02.2011,Employed,F,89642,Rural,Married,121,11,20,4,1,Corporate Auto,Call Center
QA17596,California,3903.474784,No,Extended,Bachelor,01.03.2011,Employed,F,60068,Suburban,Married,98,17,75,0,1,Personal Auto,Agent
XI41052,California,5457.259678,No,Extended,Bachelor,01.09.2011,Employed,F,50044,Suburban,Single,139,16,14,0,1,Personal Auto,Call Center
DI30528,California,2725.356404,No,Basic,Master,01.03.2011,Employed,F,36650,Rural,Married,69,2,70,1,1,Personal Auto,Web
SC66359,Arizona,4433.97368,No,Basic,College,21.02.2011,Employed,F,50653,Rural,Married,110,29,42,0,1,Corporate Auto,Agent
EN61670,Arizona,5332.462694,No,Basic,Doctor,22.02.2011,Employed,F,68931,Urban,Married,66,32,30,0,7,Personal Auto,Branch
DQ10761,Oregon,2315.094985,No,Basic,Bachelor,01.09.2011,Unemployed,M,0,Suburban,Single,73,14,39,1,1,Corporate Auto,Branch
BQ51587,California,5411.953687,No,Basic,College,02.07.2011,Unemployed,F,0,Suburban,Single,73,1,22,0,5,Personal Auto,Call Center
JE21522,California,9587.33234,No,Extended,Bachelor,26.02.2011,Employed,M,39266,Suburban,Married,80,33,31,0,2,Personal Auto,Branch
WS47147,California,22103.5072,No,Basic,College,30.01.2011,Unemployed,M,0,Suburban,Married,102,35,48,0,2,Personal Auto,Branch
ZA64638,Nevada,9764.945308,No,Extended,High School or Below,28.02.2011,Unemployed,F,0,Suburban,Single,98,24,11,1,2,Personal Auto,Web
EW38459,Nevada,2567.151468,No,Basic,Bachelor,20.02.2011,Employed,F,40864,Rural,Married,65,2,75,0,1,Corporate Auto,Web
QW87316,Oregon,2650.622781,No,Basic,College,20.01.2011,Employed,F,39035,Urban,Divorced,68,15,65,0,1,Personal Auto,Agent
IC43478,California,11264.36334,No,Extended,Bachelor,22.01.2011,Employed,M,34923,Suburban,Single,98,23,82,0,2,Personal Auto,Call Center
TE34064,California,2168.523464,No,Basic,High School or Below,01.06.2011,Unemployed,M,0,Suburban,Single,63,1,56,0,1,Personal Auto,Agent
WU60905,California,8610.667489,No,Basic,High School or Below,02.06.2011,Unemployed,F,0,Suburban,Married,111,27,36,0,9,Corporate Auto,Web
YM18992,California,2834.646235,No,Basic,College,02.02.2011,Employed,F,24506,Suburban,Divorced,71,7,47,0,1,Personal Auto,Agent
PD55753,Oregon,8930.139728,No,Extended,High School or Below,23.02.2011,Unemployed,M,0,Suburban,Married,82,25,63,0,2,Personal Auto,Call Center
KU56006,Arizona,5536.386959,No,Basic,College,01.07.2011,Employed,F,52220,Suburban,Married,70,17,42,1,5,Personal Auto,Call Center
MJ69973,Arizona,2840.85429,No,Basic,High School or Below,27.02.2011,Unemployed,M,0,Suburban,Married,74,17,73,0,1,Personal Auto,Call Center
TW43626,California,8082.880956,No,Basic,College,21.01.2011,Employed,M,53554,Suburban,Married,67,6,5,0,2,Personal Auto,Agent
XX84133,California,5254.734278,No,Basic,Bachelor,02.04.2011,Employed,M,34476,Rural,Married,67,23,49,1,3,Corporate Auto,Call Center
ZW84453,Arizona,5116.237577,No,Basic,Bachelor,01.08.2011,Unemployed,F,0,Rural,Married,70,1,11,0,5,Personal Auto,Web
HO29524,California,3034.646997,No,Extended,College,02.04.2011,Employed,M,68205,Rural,Married,76,35,14,0,1,Personal Auto,Branch
VE89726,California,8024.89992,No,Basic,High School or Below,15.01.2011,Unemployed,F,0,Suburban,Single,119,6,48,1,8,Personal Auto,Branch
GE87503,California,18211.14319,No,Premium,High School or Below,02.07.2011,Employed,M,53690,Suburban,Married,154,20,97,0,2,Personal Auto,Call Center
PX90263,Oregon,5121.563312,No,Basic,High School or Below,19.02.2011,Unemployed,M,0,Suburban,Single,72,2,22,0,5,Personal Auto,Branch
NI17718,California,2150.178588,No,Basic,High School or Below,02.09.2011,Unemployed,F,0,Suburban,Single,61,28,31,0,1,Personal Auto,Web
FY32213,California,5595.389905,No,Basic,High School or Below,02.05.2011,Employed,F,74454,Suburban,Single,71,25,29,0,3,Personal Auto,Call Center
RZ13254,Nevada,7562.824036,No,Basic,Bachelor,15.01.2011,Unemployed,F,0,Suburban,Single,73,23,91,0,2,Personal Auto,Branch
GN45013,Oregon,5385.853211,No,Basic,High School or Below,02.06.2011,Medical Leave,M,29664,Suburban,Married,71,1,69,0,3,Personal Auto,Agent
UB16654,Washington,4718.558501,No,Basic,Master,27.02.2011,Disabled,M,15680,Urban,Divorced,64,20,29,0,8,Personal Auto,Web
